date,open,high,low,close,volume,amount
2021-07-16,291.94,291.94,271.93,273.4,17849493.0,9719489198.0
2021-07-19,278.04,278.9,265.68,269.54,18012945.0,9474773727.0
2021-07-20,265.17,277.66,265.17,271.88,13000547.0,6869197469.0
2021-07-21,272.9,286.32,270.84,286.16,18204911.0,9878628607.0
2021-07-22,286.59,290.24,280.97,286.83,10883599.0,6027459317.0
2021-07-23,285.76,290.39,281.13,281.65,9332873.0,5157401635.0
2021-07-26,280.1,284.7,269.03,277.93,12728980.0,6852321741.0
2021-07-27,279.59,287.92,254.87,254.87,17846033.0,9419312665.0
2021-07-28,255.38,274.59,255.38,270.34,21724743.0,11221667797.0
2021-07-29,281.13,287.17,272.38,286.69,18620249.0,10167714631.0
2021-07-30,290.91,299.77,278.04,283.39,20181013.0,11332846399.0
2021-08-02,286.79,296.05,274.37,284.22,18297279.0,10131832068.0
2021-08-03,285.76,286.28,269.29,273.4,12238308.0,6535093740.0
2021-08-04,274.95,294.0,270.32,292.97,17400431.0,9647161978.0
2021-08-05,291.43,291.43,281.4,286.79,12979233.0,7197921133.0
2021-08-06,290.8,291.94,277.52,280.04,14371245.0,7918384464.0
2021-08-09,273.92,274.18,258.98,265.68,18583111.0,9534234240.0
2021-08-10,263.11,267.32,256.93,262.85,18016853.0,9152881563.0
2021-08-11,262.59,269.29,259.96,266.33,11236434.0,5790098627.0
2021-08-12,263.63,264.13,254.35,258.47,17116184.0,8599262131.0
2021-08-13,247.15,272.84,247.15,258.5,27725763.0,14085448989.0
2021-08-16,254.35,259.45,241.93,245.6,22043980.0,10620462840.0
2021-08-17,249.72,254.77,245.72,247.15,15610638.0,7586087134.0
2021-08-18,250.51,258.94,245.81,254.87,15957481.0,7861906061.0
2021-08-19,258.47,262.45,249.21,258.99,14453518.0,7215253955.0
2021-08-20,256.93,257.03,248.43,254.41,12527606.0,6160678538.0
2021-08-23,260.02,269.4,258.48,268.72,16224431.0,8359923041.0
2021-08-24,265.89,278.09,265.23,269.29,13313712.0,7011227150.0
2021-08-25,269.8,274.02,263.21,273.01,9530347.0,4963866861.0
2021-08-26,278.03,287.79,268.2,268.26,16798255.0,8951110527.0
2021-08-27,267.74,269.8,258.47,261.3,11958157.0,6098898953.0
2021-08-30,261.28,270.73,256.86,260.14,15714333.0,8036791727.0
2021-08-31,263.59,263.59,250.16,254.8,14762087.0,7288932627.0
2021-09-01,253.32,254.35,242.77,251.63,14462675.0,7006043910.0
2021-09-02,253.32,255.44,250.12,254.1,11464887.0,5637614466.0
2021-09-03,256.41,259.44,247.6,250.49,11282023.0,5523301032.0
2021-09-06,253.84,266.71,248.69,265.73,14791957.0,7471544142.0
2021-09-07,265.17,271.17,262.59,264.66,9422232.0,4866454172.0
2021-09-08,267.23,269.58,257.44,258.99,9739395.0,4960557752.0
2021-09-09,262.33,267.22,252.71,261.15,11016209.0,5541869353.0
2021-09-10,254.07,259.39,252.64,258.52,11296936.0,5625272662.0
2021-09-13,258.52,263.67,255.38,258.89,8968966.0,4498932655.0
2021-09-14,261.11,278.55,258.95,272.84,23383657.0,12347086769.0
2021-09-15,272.89,273.91,263.52,270.5,10501454.0,5470153201.0
